timestamp,job_name,status,duration_seconds,severity,error_message
2025-01-01 00:00:00.000000000,system_health_check,SUCCESS,160,INFO,
2025-01-01 07:16:21.818181818,payment_reconciliation,SUCCESS,108,INFO,
2025-01-01 14:32:43.636363636,inventory_sync,SUCCESS,272,INFO,
2025-01-01 21:49:05.454545454,report_etl,SUCCESS,261,INFO,
2025-01-02 05:05:27.272727272,erp_sync,FAILED,153,ERROR,Query timeout
2025-01-02 12:21:49.090909090,system_health_check,SUCCESS,121,INFO,
2025-01-02 19:38:10.909090909,warehouse_sync,WARNING,69,WARNING,
2025-01-03 02:54:32.727272727,sales_export,SUCCESS,11,INFO,
2025-01-03 10:10:54.545454545,data_validation,SUCCESS,263,INFO,
2025-01-03 17:27:16.363636363,data_validation,FAILED,149,ERROR,Resource unavailable
2025-01-04 00:43:38.181818181,report_export,FAILED,46,ERROR,Network error
2025-01-04 08:00:00.000000000,log_rotation,SUCCESS,169,INFO,
2025-01-04 15:16:21.818181818,security_scan,FAILED,18,ERROR,Resource unavailable
2025-01-04 22:32:43.636363636,report_export,SUCCESS,242,INFO,
2025-01-05 05:49:05.454545454,product_etl,SUCCESS,108,INFO,
2025-01-05 13:05:27.272727272,user_export,SUCCESS,156,INFO,
2025-01-05 20:21:49.090909090,sales_etl,SUCCESS,217,INFO,
2025-01-06 03:38:10.909090909,report_export,SUCCESS,140,INFO,
2025-01-06 10:54:32.727272727,invoice_generation,SUCCESS,161,INFO,
2025-01-06 18:10:54.545454545,index_rebuild,SUCCESS,63,INFO,
2025-01-07 01:27:16.363636363,sales_etl,SUCCESS,129,INFO,
2025-01-07 08:43:38.181818181,erp_sync,SUCCESS,170,INFO,
2025-01-07 16:00:00.000000000,billing_sync,WARNING,125,WARNING,
2025-01-07 23:16:21.818181818,data_cleaning,SUCCESS,84,INFO,
2025-01-08 06:32:43.636363636,user_export,SUCCESS,122,INFO,
2025-01-08 13:49:05.454545454,analytics_export,FAILED,113,ERROR,Out of memory
2025-01-08 21:05:27.272727272,backup_export,SUCCESS,263,INFO,
2025-01-09 04:21:49.090909091,data_export,SUCCESS,236,INFO,
2025-01-09 11:38:10.909090909,customer_sync,SUCCESS,121,INFO,
2025-01-09 18:54:32.727272727,inventory_sync,SUCCESS,108,INFO,
2025-01-10 02:10:54.545454545,product_etl,WARNING,162,WARNING,
2025-01-10 09:27:16.363636363,cache_cleanup,FAILED,203,ERROR,Database locked
2025-01-10 16:43:38.181818181,analytics_etl,SUCCESS,172,INFO,
2025-01-11 00:00:00.000000000,erp_sync,WARNING,217,WARNING,
2025-01-11 07:16:21.818181818,sales_aggregation,FAILED,178,ERROR,Authentication failed
2025-01-11 14:32:43.636363636,system_health_check,SUCCESS,170,INFO,
2025-01-11 21:49:05.454545454,order_sync,WARNING,77,WARNING,
2025-01-12 05:05:27.272727272,inventory_etl,SUCCESS,298,INFO,
2025-01-12 12:21:49.090909091,analytics_export,FAILED,286,ERROR,Disk full
2025-01-12 19:38:10.909090909,data_enrichment,WARNING,144,WARNING,
2025-01-13 02:54:32.727272727,sales_aggregation,SUCCESS,204,INFO,
2025-01-13 10:10:54.545454545,audit_export,SUCCESS,137,INFO,
2025-01-13 17:27:16.363636363,sales_etl,SUCCESS,42,INFO,
2025-01-14 00:43:38.181818181,crm_sync,SUCCESS,185,INFO,
2025-01-14 08:00:00.000000000,data_export,FAILED,31,ERROR,Query timeout
