timestamp,sensor_id,temperature,humidity,co2_level,location
2025-09-01 00:00:00,SENSOR_001,20.17,61.06,494.0,Building A - Floor 1 - Room 101
2025-09-01 00:05:00,SENSOR_001,19.85,59.46,619.0,Building A - Floor 1 - Room 101
2025-09-01 00:10:00,SENSOR_001,19.8,66.87,551.0,Building A - Floor 1 - Room 101
2025-09-01 00:15:00,SENSOR_001,19.8,85.54,522.0,Building A - Floor 1 - Room 101
2025-09-01 00:20:00,SENSOR_001,25.71,35.0,584.0,Building A - Floor 1 - Room 101
2025-09-01 00:25:00,SENSOR_001,20.31,60.79,539.0,Building A - Floor 1 - Room 101
2025-09-01 00:30:00,SENSOR_001,19.93,75.0,616.0,Building A - Floor 1 - Room 101
2025-09-01 00:35:00,SENSOR_001,19.71,74.55,546.0,Building A - Floor 1 - Room 101
2025-09-01 00:40:00,SENSOR_001,20.03,62.03,561.0,Building A - Floor 1 - Room 101
2025-09-01 00:45:00,SENSOR_001,19.54,62.29,639.0,Building A - Floor 1 - Room 101
2025-09-01 00:50:00,SENSOR_001,20.49,60.26,539.0,Building A - Floor 1 - Room 101
2025-09-01 00:55:00,SENSOR_001,19.87,64.12,563.0,Building A - Floor 1 - Room 101
2025-09-01 01:00:00,SENSOR_001,24.29,37.85,625.0,Building A - Floor 1 - Room 101
2025-09-01 01:05:00,SENSOR_001,20.86,62.04,581.0,Building A - Floor 1 - Room 101
2025-09-01 01:10:00,SENSOR_001,19.79,65.31,515.0,Building A - Floor 1 - Room 101
2025-09-01 01:15:00,SENSOR_001,20.22,61.86,491.0,Building A - Floor 1 - Room 101
2025-09-01 01:20:00,SENSOR_001,20.19,61.04,535.0,Building A - Floor 1 - Room 101
2025-09-01 01:25:00,SENSOR_001,20.5,66.3,591.0,Building A - Floor 1 - Room 101
2025-09-01 01:30:00,SENSOR_001,21.69,52.93,642.0,Building A - Floor 1 - Room 101
2025-09-01 01:35:00,SENSOR_001,20.9,72.67,623.0,Building A - Floor 1 - Room 101
2025-09-01 01:40:00,SENSOR_001,20.41,63.8,524.0,Building A - Floor 1 - Room 101
2025-09-01 01:45:00,SENSOR_001,20.74,61.75,552.0,Building A - Floor 1 - Room 101
2025-09-01 01:50:00,SENSOR_001,19.8,68.44,640.0,Building A - Floor 1 - Room 101
2025-09-01 01:55:00,SENSOR_001,19.51,75.0,477.0,Building A - Floor 1 - Room 101
2025-09-01 02:00:00,SENSOR_001,20.13,61.38,573.0,Building A - Floor 1 - Room 101
